net,length_um
_04449_,12.98
_04497_,12.98
_04498_,12.98
_04521_,12.98
_04540_,12.98
_04792_,12.98
_06960_,12.98
_09568_,12.98
_11092_,12.98
_13266_,12.98
_13545_,12.98
pll.ringosc.dstage\[7\].id.d0,12.98
_00099_,12.93
_00141_,12.93
_00497_,12.93
_00810_,12.93
_00977_,12.93
_00991_,12.93
_01058_,12.93
_01514_,12.93
_01822_,12.93
_01933_,12.93
_01979_,12.93
_02034_,12.93
_02116_,12.93
_02596_,12.93
_02747_,12.93
_02749_,12.93
_02835_,12.93
_03058_,12.93
_03142_,12.93
_03369_,12.93
_03420_,12.93
_03557_,12.93
_03560_,12.93
_03574_,12.93
_03852_,12.93
_03992_,12.93
_04209_,12.93
_04238_,12.93
_04274_,12.93
_04328_,12.93
_04411_,12.93
_04456_,12.93
_04531_,12.93
_04810_,12.93
_04946_,12.93
_05035_,12.93
_05151_,12.93
_05421_,12.93
_05429_,12.93
_05468_,12.93
_05589_,12.93
_06371_,12.93
_06470_,12.93
_06475_,12.93
_06490_,12.93
_06513_,12.93
_06565_,12.93
_06659_,12.93
_06742_,12.93
_06779_,12.93
_06782_,12.93
_07392_,12.93
_07459_,12.93
_07474_,12.93
_07751_,12.93
_07995_,12.93
_08118_,12.93
_08129_,12.93
_08224_,12.93
_08320_,12.93
_08373_,12.93
_08380_,12.93
_08587_,12.93
_08851_,12.93
_08884_,12.93
_09465_,12.93
_10150_,12.93
_10325_,12.93
_10568_,12.93
_10602_,12.93
_10774_,12.93
_10871_,12.93
_10979_,12.93
_10991_,12.93
_11227_,12.93
_11307_,12.93
_11387_,12.93
_11732_,12.93
_11867_,12.93
_11915_,12.93
_12146_,12.93
_12207_,12.93
_12260_,12.93
_12442_,12.93
_12787_,12.93
_13052_,12.93
_13068_,12.93
_13113_,12.93
_13130_,12.93
_13418_,12.93
_13583_,12.93
_13973_,12.93
_14252_,12.93
_14293_,12.93
_14317_,12.93
_14319_,12.93
_14589_,12.93
_14881_,12.93
_15334_,12.93
_15394_,12.93
_15396_,12.93
_15699_,12.93
_15940_,12.93
_16156_,12.93
_16293_,12.93
_16350_,12.93
_16403_,12.93
clock_ctrl.divider.odd_0.old_N\[0\],12.93
gpio_control_in_2\[4\].gpio_oe_override,12.93
mgmt_buffers.la_data_in_mprj\[26\],12.93
mgmt_buffers.mprj_adr_o_core\[17\],12.93
pll.ringosc.dstage\[11\].id.d0,12.93
pll.ringosc.iss.d1,12.93
soc.core.VexRiscv.IBusCachedPlugin_cache.banks_0\[10\]\[12\],12.93
soc.core.VexRiscv.IBusCachedPlugin_cache.banks_0\[13\]\[16\],12.93
soc.core.VexRiscv.IBusCachedPlugin_cache.banks_0\[3\]\[20\],12.93
soc.core.VexRiscv.execute_arbitration_isValid,12.93
soc.core.dbg_uart_rx_phase\[11\],12.93
soc.core.mgmtsoc_vexriscv_debug_bus_dat_r\[0\],12.93
soc.core.multiregimpl20_regs0,12.93
soc.core.multiregimpl43_regs0,12.93
soc.core.multiregimpl69_regs0,12.93
soc.core.storage\[0\]\[5\],12.93
soc.core.storage\[10\]\[3\],12.93
soc.core.storage\[3\]\[4\],12.93
net1878,12.93
net1910,12.93
net1971,12.93
net2033,12.93
net2350,12.93
_00460_,12.88
_00689_,12.88
_00736_,12.88
_00910_,12.88
_00987_,12.88
_01043_,12.88
_01228_,12.88
_01258_,12.88
_01291_,12.88
_01302_,12.88
_01353_,12.88
_01525_,12.88
_01592_,12.88
_01669_,12.88
_01852_,12.88
_02000_,12.88
_02198_,12.88
_02239_,12.88
_02533_,12.88
_02694_,12.88
_02761_,12.88
_03006_,12.88
_03092_,12.88
_03310_,12.88
_03440_,12.88
_03524_,12.88
_03678_,12.88
_03733_,12.88
_04046_,12.88
_04640_,12.88
_05417_,12.88
_05570_,12.88
_05651_,12.88
_05800_,12.88
_06129_,12.88
_06165_,12.88
_06191_,12.88
_06207_,12.88
_06215_,12.88
_06342_,12.88
_06388_,12.88
_06425_,12.88
_06480_,12.88
_06641_,12.88
_06772_,12.88
_06851_,12.88
_06853_,12.88
_07008_,12.88
_07047_,12.88
_07048_,12.88
_07141_,12.88
_07162_,12.88
_07248_,12.88
_07325_,12.88
_07346_,12.88
_07387_,12.88
_07429_,12.88
_07477_,12.88
_07576_,12.88
_07631_,12.88
_07640_,12.88
_07650_,12.88
_07785_,12.88
_07857_,12.88
_07869_,12.88
_07870_,12.88
_07895_,12.88
_07933_,12.88
_07963_,12.88
_07999_,12.88
_08038_,12.88
_08125_,12.88
_08135_,12.88
_08312_,12.88
_08377_,12.88
_08446_,12.88
_08574_,12.88
_08640_,12.88
_08821_,12.88
_08882_,12.88
_09033_,12.88
_09171_,12.88
_09501_,12.88
_09710_,12.88
_10067_,12.88
_10109_,12.88
_10220_,12.88
_10639_,12.88
_10772_,12.88
_10797_,12.88
_10815_,12.88
_10869_,12.88
_11107_,12.88
_11130_,12.88
_11268_,12.88
_11534_,12.88
_11580_,12.88
_11616_,12.88
_11618_,12.88
_11725_,12.88
_11730_,12.88
_11927_,12.88
_11946_,12.88
_11982_,12.88
_12165_,12.88
_12350_,12.88
_12460_,12.88
_12553_,12.88
_12592_,12.88
_12659_,12.88
_12668_,12.88
_13116_,12.88
_13286_,12.88
_13298_,12.88
_13314_,12.88
_13375_,12.88
_13387_,12.88
_13570_,12.88
_13731_,12.88
_14070_,12.88
_14095_,12.88
_14364_,12.88
_14432_,12.88
_14715_,12.88
_14765_,12.88
_14860_,12.88
_14890_,12.88
_14904_,12.88
_14927_,12.88
_15282_,12.88
_15509_,12.88
_15601_,12.88
_15604_,12.88
_15627_,12.88
_15743_,12.88
_15798_,12.88
_15850_,12.88
_15871_,12.88
_16042_,12.88
_16113_,12.88
_16296_,12.88
gpio_control_in_1a\[0\].gpio_inen,12.88
gpio_control_in_1a\[2\].shift_register\[4\],12.88
gpio_control_in_2\[11\].gpio_oe_override,12.88
pll.ringosc.dstage\[10\].id.d2,12.88
soc.core.VexRiscv.IBusCachedPlugin_cache.banks_0\[12\]\[18\],12.88
soc.core.VexRiscv.IBusCachedPlugin_cache.banks_0\[3\]\[17\],12.88
soc.core.VexRiscv.IBusCachedPlugin_cache.banks_0\[5\]\[30\],12.88
soc.core.storage_1\[11\]\[4\],12.88
net211,12.88
net303,12.88
net353,12.88
net1995,12.88
soc.core.spi_master_cs_storage\[1\],12.66
_05358_,12.61
soc.core.VexRiscv.CsrPlugin_mtval\[28\],12.61
soc.core.VexRiscv.IBusCachedPlugin_cache.banks_0\[8\]\[3\],12.61
soc.core.VexRiscv.IBusCachedPlugin_cache.banks_0\[9\]\[2\],12.56
soc.core.VexRiscv._zz_CsrPlugin_csrMapping_readDataInit\[21\],12.56
soc.core.VexRiscv.lastStagePc\[21\],12.56
net1065,12.56
_00227_,12.42
_04953_,12.42
_05897_,12.42
_06328_,12.42
_06995_,12.42
_08190_,12.42
_10430_,12.42
soc.core.interface0_bank_bus_dat_r\[7\],12.42
_00188_,12.37
_00199_,12.37
_00206_,12.37
_00891_,12.37
_00904_,12.37
_00919_,12.37
_01017_,12.37
_01093_,12.37
_01137_,12.37
_01202_,12.37
_01407_,12.37
_01530_,12.37
_01585_,12.37
_02003_,12.37
_02010_,12.37
_02067_,12.37
_02406_,12.37
_02431_,12.37
_02497_,12.37
_02523_,12.37
_02592_,12.37
_02703_,12.37
_02799_,12.37
_02880_,12.37
_02895_,12.37
_03187_,12.37
_03204_,12.37
_03220_,12.37
_03228_,12.37
_03664_,12.37
_03699_,12.37
_03947_,12.37
_04190_,12.37
_04246_,12.37
_04257_,12.37
_04305_,12.37
_04330_,12.37
_04419_,12.37
_04646_,12.37
_04758_,12.37
_04898_,12.37
_04936_,12.37
_05055_,12.37
_05778_,12.37
_05826_,12.37
_05829_,12.37
_05971_,12.37
_06362_,12.37
_06538_,12.37
_06615_,12.37
_06643_,12.37
_06745_,12.37
_07100_,12.37
_07468_,12.37
_07520_,12.37
_08112_,12.37
_08144_,12.37
_08147_,12.37
_08148_,12.37
_08383_,12.37
_09219_,12.37
_09799_,12.37
_10121_,12.37
_10156_,12.37
_10217_,12.37
_10600_,12.37
_11038_,12.37
_11249_,12.37
_11365_,12.37
_11391_,12.37
_11529_,12.37
_11599_,12.37
_11617_,12.37
_11874_,12.37
_11905_,12.37
_12126_,12.37
_12199_,12.37
_12456_,12.37
_12491_,12.37
_12519_,12.37
_12619_,12.37
_12848_,12.37
_12878_,12.37
_12941_,12.37
_12972_,12.37
_13200_,12.37
_13207_,12.37
_13258_,12.37
_13572_,12.37
_13640_,12.37
_13838_,12.37
_13856_,12.37
_13869_,12.37
_13991_,12.37
_13994_,12.37
_14507_,12.37
_14943_,12.37
_15227_,12.37
_15414_,12.37
_15682_,12.37
_15702_,12.37
_15742_,12.37
_16003_,12.37
_16010_,12.37
_16104_,12.37
_16212_,12.37
_16226_,12.37
_16357_,12.37
_16361_,12.37
gpio_control_in_1\[4\].gpio_outen,12.37
gpio_control_in_2\[2\].gpio_oe_override,12.37
pll.ringosc.dstage\[2\].id.d1,12.37
soc.core.VexRiscv.CsrPlugin_exceptionPortCtrl_exceptionContext_badAddr\[13\],12.37
soc.core.VexRiscv.DBusSimplePlugin_memoryExceptionPort_payload_badAddr\[31\],12.37
soc.core.VexRiscv.RegFilePlugin_regFile\[31\]\[17\],12.37
soc.core.multiregimpl48_regs0,12.37
soc.core.multiregimpl50_regs0,12.37
soc.core.storage\[5\]\[4\],12.37
soc.core.storage\[9\]\[4\],12.37
soc.core.storage_1\[9\]\[3\],12.37
net1916,12.37
net1987,12.37
net2015,12.37
net2083,12.37
net2176,12.37
_00549_,12.32
_00619_,12.32
_00726_,12.32
_00739_,12.32
_00997_,12.32
_01068_,12.32
_01106_,12.32
_01644_,12.32
_01739_,12.32
_01839_,12.32
_01841_,12.32
_02005_,12.32
_02011_,12.32
_02108_,12.32
_02154_,12.32
_02186_,12.32
_02261_,12.32
_02360_,12.32
_02540_,12.32
_02558_,12.32
_02873_,12.32
_02920_,12.32
_03158_,12.32
_03171_,12.32
_03172_,12.32
_03245_,12.32
_03257_,12.32
_03323_,12.32
_03388_,12.32
_03730_,12.32
_03782_,12.32
_03803_,12.32
_04008_,12.32
_04350_,12.32
_04550_,12.32
_04569_,12.32
_04573_,12.32
_04584_,12.32
_04599_,12.32
_04628_,12.32
_04660_,12.32
_04694_,12.32
_04700_,12.32
_04807_,12.32
_04958_,12.32
_05031_,12.32
_05226_,12.32
_05315_,12.32
_05495_,12.32
_05597_,12.32
_05697_,12.32
_06006_,12.32
_06120_,12.32
_06405_,12.32
_06406_,12.32
_06417_,12.32
_06458_,12.32
_06520_,12.32
_06705_,12.32
_06770_,12.32
_06900_,12.32
_06985_,12.32
_07028_,12.32
_07035_,12.32
_07045_,12.32
_07072_,12.32
_07130_,12.32
_07155_,12.32
_07157_,12.32
_07308_,12.32
_07327_,12.32
_07451_,12.32
_07658_,12.32
_07670_,12.32
_07765_,12.32
_07813_,12.32
_07840_,12.32
_07859_,12.32
_07864_,12.32
_08009_,12.32
_08019_,12.32
_08031_,12.32
_08111_,12.32
_08183_,12.32
_08220_,12.32
_08237_,12.32
_08277_,12.32
_08358_,12.32
_08375_,12.32
_08397_,12.32
_08426_,12.32
_08838_,12.32
_08874_,12.32
_09400_,12.32
_09454_,12.32
_10075_,12.32
_10153_,12.32
_10171_,12.32
_10586_,12.32
_10665_,12.32
_10725_,12.32
_10733_,12.32
_10738_,12.32
_10783_,12.32
_10935_,12.32
_10964_,12.32
_11137_,12.32
_11352_,12.32
_11658_,12.32
_11724_,12.32
_11728_,12.32
_11806_,12.32
_11812_,12.32
_12221_,12.32
_12285_,12.32
_12370_,12.32
_12475_,12.32
_12487_,12.32
_12560_,12.32
_12615_,12.32
_12844_,12.32
_13088_,12.32
_13472_,12.32
_13550_,12.32
_14143_,12.32
_14196_,12.32
_14282_,12.32
_14309_,12.32
_14511_,12.32
_14636_,12.32
_14691_,12.32
_14898_,12.32
_14922_,12.32
_14996_,12.32
_15036_,12.32
_15079_,12.32
_15174_,12.32
_15344_,12.32
_15441_,12.32
_15461_,12.32
_15559_,12.32
_15865_,12.32
_15920_,12.32
_15936_,12.32
_16011_,12.32
_16220_,12.32
_16231_,12.32
_16239_,12.32
_16345_,12.32
_16374_,12.32
_16396_,12.32
gpio_control_bidir_2\[1\].gpio_outen,12.32
gpio_control_in_2\[2\].shift_register\[3\],12.32
mgmt_buffers.la_data_in_mprj\[9\],12.32
pll.ringosc.dstage\[0\].id.d1,12.32
soc.core.VexRiscv.IBusCachedPlugin_cache.banks_0\[10\]\[28\],12.32
soc.core.VexRiscv.execute_to_memory_PC\[22\],12.32
soc.core.gpioin2_gpioin2_trigger_d,12.32
soc.core.interface0_bank_bus_dat_r\[1\],12.32
soc.core.interface0_bank_bus_dat_r\[9\],12.32
soc.core.interface12_bank_bus_dat_r\[0\],12.32
soc.core.multiregimpl33_regs1,12.32
soc.core.multiregimpl36_regs0,12.32
soc.core.storage_1\[5\]\[1\],12.32
net181,12.32
net307,12.32
net2074,12.32
_10338_,12.05
soc.core.VexRiscv.CsrPlugin_mtvec_base\[13\],12.05
soc.core.spi_master_mosi_data\[0\],12.05
soc.core.dbg_uart_tx_phase\[19\],12
_05381_,11.86
_06580_,11.86
_09566_,11.86
_10558_,11.86
_10572_,11.86
_11080_,11.86
_11564_,11.86
_12981_,11.86
_14924_,11.86
_14929_,11.86
_00138_,11.81
_00403_,11.81
_00470_,11.81
_00700_,11.81
_00929_,11.81
_01050_,11.81
_01534_,11.81
_01593_,11.81
_01676_,11.81
_01692_,11.81
_02021_,11.81
_02500_,11.81
_02641_,11.81
_02712_,11.81
_02751_,11.81
_02757_,11.81
_02847_,11.81
_02856_,11.81
_02973_,11.81
_03178_,11.81
_03197_,11.81
_03308_,11.81
_03468_,11.81
_03491_,11.81
_03505_,11.81
_03578_,11.81
_03585_,11.81
_03648_,11.81
_03649_,11.81
_03716_,11.81
_03735_,11.81
_04058_,11.81
_04074_,11.81
_04114_,11.81
_04137_,11.81
_04143_,11.81
_04415_,11.81
_04490_,11.81
_04615_,11.81
_04632_,11.81
_04642_,11.81
_04704_,11.81
_04718_,11.81
_04864_,11.81
_04880_,11.81
_04886_,11.81
_05030_,11.81
_05070_,11.81
_05499_,11.81
_05653_,11.81
_05665_,11.81
_05690_,11.81
_06095_,11.81
_06372_,11.81
_06547_,11.81
_06553_,11.81
_06608_,11.81
_06762_,11.81
_06847_,11.81
_06936_,11.81
_07444_,11.81
_07491_,11.81
_07509_,11.81
_07544_,11.81
_07652_,11.81
_07748_,11.81
_07769_,11.81
_07939_,11.81
_07985_,11.81
_08016_,11.81
_08226_,11.81
_08231_,11.81
_08300_,11.81
_08333_,11.81
_08376_,11.81
_08662_,11.81
_08778_,11.81
_08787_,11.81
_09214_,11.81
_09287_,11.81
_09435_,11.81
_09479_,11.81
_09522_,11.81
_09559_,11.81
_09587_,11.81
_10081_,11.81
_10317_,11.81
_10349_,11.81
_10999_,11.81
_11321_,11.81
_11800_,11.81
_11877_,11.81
_11957_,11.81
_12136_,11.81
_12369_,11.81
_12744_,11.81
_12775_,11.81
_12940_,11.81
_13193_,11.81
_13395_,11.81
_13400_,11.81
_13491_,11.81
_13660_,11.81
_13665_,11.81
_13699_,11.81
_13982_,11.81
_14037_,11.81
_14304_,11.81
_14306_,11.81
_14418_,11.81
_14560_,11.81
_14743_,11.81
_14746_,11.81
_14782_,11.81
_15071_,11.81
_15159_,11.81
_15260_,11.81
_15861_,11.81
_16118_,11.81
_16140_,11.81
_16184_,11.81
gpio_control_in_1a\[2\].gpio_inen,11.81
gpio_control_in_1a\[3\].gpio_pulldown_sel,11.81
mgmt_buffers.la_data_in_mprj\[23\],11.81
mgmt_buffers.la_data_in_mprj\[50\],11.81
mgmt_buffers.la_data_in_mprj_bar\[12\],11.81
mgmt_buffers.la_data_in_mprj_bar\[39\],11.81
mgmt_buffers.la_data_in_mprj_bar\[8\],11.81
pll.ringosc.iss.ctrl0b,11.81
soc.core.VexRiscv.CsrPlugin_exceptionPortCtrl_exceptionContext_badAddr\[11\],11.81
soc.core.VexRiscv.CsrPlugin_mtval\[30\],11.81
soc.core.VexRiscv.IBusCachedPlugin_cache.banks_0\[4\]\[14\],11.81
soc.core.VexRiscv.IBusCachedPlugin_cache.lineLoader_address\[2\],11.81
soc.core.dbg_uart_count\[17\],11.81
soc.core.dbg_uart_rx_phase\[22\],11.81
soc.core.multiregimpl46_regs1,11.81
soc.core.multiregimpl66_regs1,11.81
soc.core.storage\[6\]\[4\],11.81
soc.core.storage_1\[4\]\[1\],11.81
soc.core.uart_phy_tx_phase\[13\],11.81
net64,11.81
net1925,11.81
net1997,11.81
net2000,11.81
net2062,11.81
net2069,11.81
net2128,11.81
net2165,11.81
net2258,11.81
net2314,11.81
net2373,11.81
net2464,11.81
_00077_,11.76
_00186_,11.76
_00593_,11.76
_00597_,11.76
_00616_,11.76
_00690_,11.76
_00769_,11.76
_00893_,11.76
_01032_,11.76
_01266_,11.76
_01304_,11.76
_01402_,11.76
_01483_,11.76
_01684_,11.76
_01715_,11.76
_01725_,11.76
_01746_,11.76
_01797_,11.76
_01898_,11.76
_01908_,11.76
_01944_,11.76
_02006_,11.76
_02039_,11.76
_02272_,11.76
_02306_,11.76
_02434_,11.76
_02503_,11.76
_02534_,11.76
_02578_,11.76
_02638_,11.76
_02706_,11.76
_02722_,11.76
_02756_,11.76
_02775_,11.76
_02913_,11.76
_02995_,11.76
_03083_,11.76
_03113_,11.76
_03221_,11.76
_03276_,11.76
_03317_,11.76
_03341_,11.76
_03478_,11.76
_03553_,11.76
_03668_,11.76
_03675_,11.76
_03729_,11.76
_03769_,11.76
_04011_,11.76
_04075_,11.76
_04177_,11.76
_04179_,11.76
_04207_,11.76
_04282_,11.76
_04291_,11.76
_04448_,11.76
_04504_,11.76
_04588_,11.76
_04594_,11.76
_04602_,11.76
_04611_,11.76
_04882_,11.76
_05074_,11.76
_05198_,11.76
_05845_,11.76
_05871_,11.76
_06212_,11.76
_06365_,11.76
_06407_,11.76
_06860_,11.76
_07472_,11.76
_07638_,11.76
_07837_,11.76
_08105_,11.76
_08187_,11.76
_08427_,11.76
_08457_,11.76
_08865_,11.76
_09618_,11.76
_09625_,11.76
_10192_,11.76
_10297_,11.76
_10469_,11.76
_10492_,11.76
_10604_,11.76
_10647_,11.76
_10739_,11.76
_10823_,11.76
_10838_,11.76
_10839_,11.76
_10855_,11.76
_10868_,11.76
_10972_,11.76
_11020_,11.76
_11067_,11.76
_11260_,11.76
_11335_,11.76
_11351_,11.76
_11402_,11.76
_11497_,11.76
_11502_,11.76
_11578_,11.76
_11683_,11.76
_11772_,11.76
_11786_,11.76
_12068_,11.76
_12128_,11.76
_12399_,11.76
_12440_,11.76
_12961_,11.76
_13176_,11.76
_13184_,11.76
_13385_,11.76
_13519_,11.76
_13626_,11.76
_13795_,11.76
_13901_,11.76
_13952_,11.76
_14053_,11.76
_14206_,11.76
_14339_,11.76
_14354_,11.76
_14401_,11.76
_14435_,11.76
_14634_,11.76
_14639_,11.76
_14810_,11.76
_15033_,11.76
_15222_,11.76
_15392_,11.76
_15442_,11.76
_15475_,11.76
_15575_,11.76
_15628_,11.76
_15721_,11.76
_15787_,11.76
_15822_,11.76
_15834_,11.76
_15867_,11.76
_15913_,11.76
_16067_,11.76
_16115_,11.76
_16135_,11.76
net1848,11.76
mgmt_buffers.la_data_in_mprj\[16\],11.76
pll.ringosc.dstage\[8\].id.d2,11.76
soc.core.VexRiscv.IBusCachedPlugin_cache.banks_0\[9\]\[24\],11.76
soc.core.VexRiscv.IBusCachedPlugin_cache.ways_0_tags\[1\]\[8\],11.76
soc.core.interface3_bank_bus_dat_r\[4\],11.76
soc.core.interface7_bank_bus_dat_r\[0\],11.76
soc.core.interface9_bank_bus_dat_r\[1\],11.76
soc.core.multiregimpl41_regs1,11.76
soc.core.storage_1\[6\]\[1\],11.76
soc.core.storage_1\[9\]\[6\],11.76
soc.core.uart_phy_tx_phase\[10\],11.76
soc.core.uart_rx_trigger_d,11.76
net392,11.76
clknet_opt_6_0_clock_ctrl.core_clk,11.76
net2150,11.76
_05573_,11.49
_11575_,11.49
_11586_,11.49
soc.core.VexRiscv.CsrPlugin_exceptionPortCtrl_exceptionContext_badAddr\[5\],11.49
soc.core.VexRiscv.RegFilePlugin_regFile\[13\]\[6\],11.49
soc.core.VexRiscv._zz_CsrPlugin_csrMapping_readDataInit\[31\],11.49
soc.core.spi_master_cs_storage\[10\],11.49
soc.core.spi_master_cs_storage\[5\],11.49
soc.core.storage_1\[15\]\[7\],11.44
_07618_,11.3
_08596_,11.3
_09572_,11.3
_09574_,11.3
_14106_,11.3
_14895_,11.3
_14938_,11.3
_15336_,11.3
gpio_control_in_1\[0\].gpio_schmitt_sel,11.3
gpio_control_in_1a\[0\].gpio_outen,11.3
_00110_,11.25
_00245_,11.25
_00472_,11.25
_00628_,11.25
_00950_,11.25
_01493_,11.25
_01664_,11.25
_01683_,11.25
_01780_,11.25
_01819_,11.25
_01906_,11.25
_01974_,11.25
_02617_,11.25
_02657_,11.25
_02759_,11.25
_02863_,11.25
_02989_,11.25
_03016_,11.25
_03096_,11.25
_03160_,11.25
_03210_,11.25
_03418_,11.25
_03634_,11.25
_03636_,11.25
_03655_,11.25
_03682_,11.25
_03697_,11.25
_03975_,11.25
_03991_,11.25
_04066_,11.25
_04089_,11.25
_04130_,11.25
_04153_,11.25
_04211_,11.25
_04230_,11.25
_04364_,11.25
_04605_,11.25
_04769_,11.25
_04938_,11.25
_05034_,11.25
_05333_,11.25
_05342_,11.25
_05852_,11.25
_06124_,11.25
_07118_,11.25
_07464_,11.25
_07548_,11.25
_07680_,11.25
_07734_,11.25
_07783_,11.25
_07832_,11.25
_07883_,11.25
_08392_,11.25
_08441_,11.25
_08869_,11.25
_09364_,11.25
_09389_,11.25
_10227_,11.25
_10270_,11.25
_10359_,11.25
_10362_,11.25
_10484_,11.25
_10556_,11.25
_10560_,11.25
_10594_,11.25
_10649_,11.25
_10677_,11.25
_10870_,11.25
_11128_,11.25
_11145_,11.25
_11150_,11.25
_11635_,11.25
_11722_,11.25
_11805_,11.25
_11943_,11.25
_11944_,11.25
_12019_,11.25
_12070_,11.25
_12164_,11.25
_12194_,11.25
_12237_,11.25
_12335_,11.25
_12496_,11.25
_12829_,11.25
_13070_,11.25
_13087_,11.25
_13270_,11.25
_13310_,11.25
_13547_,11.25
_13575_,11.25
_13629_,11.25
_13668_,11.25
_13739_,11.25
_13989_,11.25
_14318_,11.25
_14406_,11.25
_14522_,11.25
_14558_,11.25
_14697_,11.25
_14738_,11.25
_14849_,11.25
_15543_,11.25
_15638_,11.25
_15676_,11.25
_15695_,11.25
_15766_,11.25
_15815_,11.25
_15851_,11.25
_16045_,11.25
_16089_,11.25
_16112_,11.25
_16141_,11.25
_16187_,11.25
_16262_,11.25
_16301_,11.25
_16307_,11.25
_16315_,11.25
_16327_,11.25
_16365_,11.25
_16437_,11.25
_16439_,11.25
clock_ctrl.divider2.odd_0.old_N\[0\],11.25
net1834,11.25
mgmt_buffers.la_data_in_mprj\[17\],11.25
mgmt_buffers.la_data_in_mprj\[52\],11.25
mgmt_buffers.la_data_in_mprj_bar\[24\],11.25
soc.core.VexRiscv.CsrPlugin_mtval\[9\],11.25
soc.core.VexRiscv.memory_to_writeBack_REGFILE_WRITE_DATA\[18\],11.25
soc.core.multiregimpl18_regs0,11.25
soc.core.multiregimpl52_regs0,11.25
soc.core.spi_master_mosi_data\[6\],11.25
soc.core.storage\[10\]\[2\],11.25
net1886,11.25
net1921,11.25
net1951,11.25
net1998,11.25
net2017,11.25
net2018,11.25
net2023,11.25
net2091,11.25
net2222,11.25
net2299,11.25
net2309,11.25
net2313,11.25
net2445,11.25
net2487,11.25
_00097_,11.2
_00534_,11.2
_00699_,11.2
_00930_,11.2
_01119_,11.2
_01234_,11.2
_01510_,11.2
_01597_,11.2
_01620_,11.2
_01629_,11.2
_01747_,11.2
_01791_,11.2
_01837_,11.2
_01913_,11.2
_01950_,11.2
_02004_,11.2
_02016_,11.2
_02055_,11.2
_02137_,11.2
_02149_,11.2
_02177_,11.2
_02209_,11.2
_02337_,11.2
_02365_,11.2
_02390_,11.2
_02398_,11.2
_02423_,11.2
_02490_,11.2
_02492_,11.2
_02571_,11.2
_02576_,11.2
_02606_,11.2
_02671_,11.2
_02679_,11.2
_02711_,11.2
_02713_,11.2
_02892_,11.2
_02961_,11.2
_03021_,11.2
_03086_,11.2
_03102_,11.2
_03339_,11.2
_03504_,11.2
_03510_,11.2
_03571_,11.2
_03748_,11.2
_03765_,11.2
_04009_,11.2
_04078_,11.2
_04081_,11.2
_04220_,11.2
_04281_,11.2
_04313_,11.2
_04319_,11.2
_04383_,11.2
_04401_,11.2
_04414_,11.2
_04424_,11.2
_04475_,11.2
_04488_,11.2
_04516_,11.2
_04608_,11.2
_04651_,11.2
_04675_,11.2
_04686_,11.2
_04705_,11.2
_04744_,11.2
_04751_,11.2
_04821_,11.2
_04894_,11.2
_04913_,11.2
_05131_,11.2
_05249_,11.2
_05883_,11.2
_05992_,11.2
_05993_,11.2
_06067_,11.2
_06116_,11.2
_06180_,11.2
_06243_,11.2
_06255_,11.2
_06398_,11.2
_06408_,11.2
_06471_,11.2
_06472_,11.2
_06516_,11.2
_06598_,11.2
_06606_,11.2
_06607_,11.2
_06621_,11.2
_06665_,11.2
_06689_,11.2
_06736_,11.2
_06749_,11.2
_06765_,11.2
_06903_,11.2
_06912_,11.2
_06913_,11.2
_06979_,11.2
_07033_,11.2
_07073_,11.2
_07079_,11.2
_07116_,11.2
_07343_,11.2
_07367_,11.2
_07426_,11.2
_07514_,11.2
_07580_,11.2
_07600_,11.2
_07621_,11.2
_07695_,11.2
_07713_,11.2
_07758_,11.2
_07772_,11.2
_07801_,11.2
_07866_,11.2
_07902_,11.2
_07929_,11.2
_07972_,11.2
_08075_,11.2
_08227_,11.2
_08228_,11.2
_08259_,11.2
_08351_,11.2
_08456_,11.2
_08648_,11.2
_08710_,11.2
_08734_,11.2
_08744_,11.2
_08898_,11.2
_08974_,11.2
_09068_,11.2
_09165_,11.2
_09195_,11.2
_09359_,11.2
_09406_,11.2
_09436_,11.2
_09548_,11.2
_09622_,11.2
_10049_,11.2
_10061_,11.2
_10203_,11.2
_10478_,11.2
_10537_,11.2
_10590_,11.2
_10623_,11.2
_10624_,11.2
_10632_,11.2
_10643_,11.2
_10723_,11.2
_10819_,11.2
_10826_,11.2
_10832_,11.2
_10860_,11.2
_10987_,11.2
_11142_,11.2
_11143_,11.2
_11261_,11.2
_11472_,11.2
_11668_,11.2
_11693_,11.2
_11782_,11.2
_11900_,11.2
_11906_,11.2
_11907_,11.2
_11977_,11.2
_11980_,11.2
_12062_,11.2
_12073_,11.2
_12266_,11.2
_12371_,11.2
_12505_,11.2
_12562_,11.2
_12578_,11.2
_12603_,11.2
_12628_,11.2
_12691_,11.2
_12755_,11.2
_12780_,11.2
_12847_,11.2
_12939_,11.2
_13187_,11.2
_13219_,11.2
_13279_,11.2
_13341_,11.2
_13394_,11.2
_13465_,11.2
_13490_,11.2
_13520_,11.2
_13568_,11.2
_13956_,11.2
_13990_,11.2
_14080_,11.2
_14139_,11.2
_14174_,11.2
_14205_,11.2
_14858_,11.2
_14880_,11.2
_14896_,11.2
_15014_,11.2
_15084_,11.2
_15321_,11.2
_15508_,11.2
_15568_,11.2
_15570_,11.2
_15772_,11.2
_15789_,11.2
_15846_,11.2
_15875_,11.2
_15934_,11.2
_15942_,11.2
_15954_,11.2
_15967_,11.2
_16002_,11.2
_16020_,11.2
_16280_,11.2
_16285_,11.2
